"Шрифт";"Издательство";"Цена (GBP)";"Бесплатный";"Начертаний";"Поддержка абхазского";"Недостающие символы";"Кол-во недостающих";"Ссылка"
"Non Ophelie";"Non Foundry";"60";"Нет";"12";"Полная";"";"0";"https://type-department.com/products/non-ophelie"
